"No.","Time","Source","Destination","Protocol","Length","Info"
"4995","162.072576","2401:4900:8091:bde9:b041:9eb7:bb0d:88cc","fe80::9ce8:18ff:fe7f:9001","ICMPv6","86","Neighbor Advertisement 2401:4900:8091:bde9:b041:9eb7:bb0d:88cc (sol, ovr) is at 10:5f:ad:58:d6:c1"
"5007","162.554032","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5292/44052, ttl=128 (reply in 5015)"
"5015","162.825400","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5292/44052, ttl=255 (request in 5007)"
"5044","163.566869","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5293/44308, ttl=128 (reply in 5051)"
"5051","163.702381","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5293/44308, ttl=255 (request in 5044)"
"5055","163.743402","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5294/44564, ttl=255 (no response found!)"
"5078","164.584738","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5295/44820, ttl=128 (reply in 5080)"
"5080","164.637233","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5295/44820, ttl=255 (request in 5078)"
"5109","165.596728","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5296/45076, ttl=128 (reply in 5113)"
"5113","165.748379","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5296/45076, ttl=255 (request in 5109)"
"5141","166.610918","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5297/45332, ttl=128 (reply in 5147)"
"5146","166.732300","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5298/45588, ttl=255 (no response found!)"
"5147","166.763125","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5297/45332, ttl=255 (request in 5141)"
"5170","167.624743","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5299/45844, ttl=128 (reply in 5177)"
"5177","167.833772","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5299/45844, ttl=255 (request in 5170)"
"5196","168.641944","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5300/46100, ttl=128 (reply in 5200)"
"5200","168.815722","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5300/46100, ttl=255 (request in 5196)"
"5224","169.652760","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5301/46356, ttl=128 (reply in 5229)"
"5225","169.733371","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5302/46612, ttl=255 (no response found!)"
"5229","169.829729","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5301/46356, ttl=255 (request in 5224)"
"5252","170.670026","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5303/46868, ttl=128 (reply in 5257)"
"5257","170.839086","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5303/46868, ttl=255 (request in 5252)"
"5283","171.687042","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5304/47124, ttl=128 (reply in 5287)"
"5287","171.868501","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5304/47124, ttl=255 (request in 5283)"
"5310","172.703767","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5305/47380, ttl=128 (reply in 5319)"
"5311","172.732735","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5306/47636, ttl=255 (no response found!)"
"5319","172.878314","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5305/47380, ttl=255 (request in 5310)"
"5344","173.712524","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5307/47892, ttl=128 (reply in 5352)"
"5352","173.890171","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5307/47892, ttl=255 (request in 5344)"
"5377","174.723187","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5308/48148, ttl=128 (reply in 5378)"
"5378","174.743996","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5308/48148, ttl=255 (request in 5377)"
"5422","175.733340","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5309/48404, ttl=255 (no response found!)"
"5423","175.735321","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5310/48660, ttl=128 (reply in 5430)"
"5430","175.767400","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5310/48660, ttl=255 (request in 5423)"
"5556","176.749038","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5311/48916, ttl=128 (reply in 5558)"
"5558","176.795687","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5311/48916, ttl=255 (request in 5556)"
"5584","177.761503","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5312/49172, ttl=128 (reply in 5587)"
"5587","177.841319","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5312/49172, ttl=255 (request in 5584)"
"5604","178.732647","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5313/49428, ttl=255 (no response found!)"
"5606","178.776229","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5314/49684, ttl=128 (reply in 5610)"
"5610","178.846756","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5314/49684, ttl=255 (request in 5606)"
"5633","179.787953","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5315/49940, ttl=128 (reply in 5636)"
"5636","179.852492","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5315/49940, ttl=255 (request in 5633)"
"5668","180.801604","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5316/50196, ttl=128 (reply in 5672)"
"5672","180.851671","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5316/50196, ttl=255 (request in 5668)"
"5697","181.739439","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5317/50452, ttl=255 (no response found!)"
"5701","181.805994","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5318/50708, ttl=128 (reply in 5708)"
"5708","181.857496","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5318/50708, ttl=255 (request in 5701)"
"5756","182.824557","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5319/50964, ttl=128 (reply in 5759)"
"5759","182.898817","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5319/50964, ttl=255 (request in 5756)"
"5788","183.835210","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5320/51220, ttl=128 (reply in 5797)"
"5797","183.877859","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5320/51220, ttl=255 (request in 5788)"
"5923","184.743314","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5321/51476, ttl=255 (no response found!)"
"5968","184.851464","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5322/51732, ttl=128 (reply in 5969)"
"5969","184.857959","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5322/51732, ttl=255 (request in 5968)"
"6013","185.867100","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5323/51988, ttl=128 (reply in 6015)"
"6015","185.877562","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5323/51988, ttl=255 (request in 6013)"
"6058","186.882559","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5324/52244, ttl=128 (reply in 6059)"
"6059","186.889540","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5324/52244, ttl=255 (request in 6058)"
"6083","187.733119","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5325/52500, ttl=255 (no response found!)"
"6134","187.889705","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5326/52756, ttl=128 (reply in 6252)"
"6252","188.276156","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5326/52756, ttl=255 (request in 6134)"
"6329","188.901617","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5327/53012, ttl=128 (reply in 6338)"
"6338","189.100212","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5327/53012, ttl=255 (request in 6329)"
"6453","189.914133","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5328/53268, ttl=128 (reply in 6472)"
"6472","190.104432","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5328/53268, ttl=255 (request in 6453)"
"6649","190.743987","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5329/53524, ttl=255 (no response found!)"
"6678","190.931615","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5330/53780, ttl=128 (reply in 6707)"
"6707","191.133664","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5330/53780, ttl=255 (request in 6678)"
"6758","191.510380","fe80::9ce8:18ff:fe7f:9001","2401:4900:8091:bde9:b041:9eb7:bb0d:88cc","ICMPv6","86","Neighbor Solicitation for 2401:4900:8091:bde9:b041:9eb7:bb0d:88cc from 9e:e8:18:7f:90:01"
"6759","191.510484","2401:4900:8091:bde9:b041:9eb7:bb0d:88cc","fe80::9ce8:18ff:fe7f:9001","ICMPv6","86","Neighbor Advertisement 2401:4900:8091:bde9:b041:9eb7:bb0d:88cc (sol, ovr) is at 10:5f:ad:58:d6:c1"
"6844","191.949550","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5331/54036, ttl=128 (reply in 6845)"
"6845","191.960861","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5331/54036, ttl=255 (request in 6844)"
"6872","192.964198","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5332/54292, ttl=128 (reply in 6874)"
"6874","192.974412","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5332/54292, ttl=255 (request in 6872)"
"6880","193.232622","2401:4900:8091:bde9:b041:9eb7:bb0d:88cc","2401:4900:8091:bde9::cc","ICMPv6","86","Neighbor Solicitation for 2401:4900:8091:bde9::cc from 10:5f:ad:58:d6:c1"
"6881","193.236358","2401:4900:8091:bde9::cc","2401:4900:8091:bde9:b041:9eb7:bb0d:88cc","ICMPv6","78","Neighbor Advertisement 2401:4900:8091:bde9::cc (rtr, sol)"
"6892","193.732870","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5333/54548, ttl=255 (no response found!)"
"6900","193.981641","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5334/54804, ttl=128 (reply in 6903)"
"6903","193.994847","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5334/54804, ttl=255 (request in 6900)"
"6934","195.001971","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5335/55060, ttl=128 (reply in 6935)"
"6935","195.058976","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5335/55060, ttl=255 (request in 6934)"
"6954","196.011448","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5336/55316, ttl=128 (reply in 6962)"
"6962","196.369248","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5336/55316, ttl=255 (request in 6954)"
"6974","196.742400","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5337/55572, ttl=255 (no response found!)"
"6983","197.025832","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5338/55828, ttl=128 (reply in 6985)"
"6985","197.068958","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5338/55828, ttl=255 (request in 6983)"
"7011","198.041709","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5339/56084, ttl=128 (reply in 7014)"
"7014","198.094174","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5339/56084, ttl=255 (request in 7011)"
"7076","199.056094","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5340/56340, ttl=128 (reply in 7077)"
"7077","199.067288","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5340/56340, ttl=255 (request in 7076)"
"7222","199.742491","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5341/56596, ttl=255 (no response found!)"
"7240","200.073343","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5342/56852, ttl=128 (reply in 7241)"
"7241","200.139108","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5342/56852, ttl=255 (request in 7240)"
"7270","201.085844","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5343/57108, ttl=128 (reply in 7274)"
"7274","201.381348","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5343/57108, ttl=255 (request in 7270)"
"7292","202.104374","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5344/57364, ttl=128 (reply in 7295)"
"7295","202.189561","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5344/57364, ttl=255 (request in 7292)"
"7311","202.745555","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5345/57620, ttl=255 (no response found!)"
"7321","203.118983","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5346/57876, ttl=128 (reply in 7324)"
"7324","203.317245","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5346/57876, ttl=255 (request in 7321)"
"7343","204.136033","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5347/58132, ttl=128 (reply in 7346)"
"7346","204.235900","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5347/58132, ttl=255 (request in 7343)"
"7367","205.142259","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5348/58388, ttl=128 (reply in 7370)"
"7370","205.264923","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5348/58388, ttl=255 (request in 7367)"
"7381","205.736480","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5349/58644, ttl=255 (no response found!)"
"7391","206.160727","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5350/58900, ttl=128 (reply in 7395)"
"7395","206.176462","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5350/58900, ttl=255 (request in 7391)"
"7418","207.166095","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5351/59156, ttl=128 (reply in 7422)"
"7422","207.314442","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5351/59156, ttl=255 (request in 7418)"
"7442","208.169703","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5352/59412, ttl=128 (reply in 7445)"
"7445","208.236339","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5352/59412, ttl=255 (request in 7442)"
"7460","208.733909","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5353/59668, ttl=255 (no response found!)"
"7473","209.177511","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5354/59924, ttl=128 (reply in 7474)"
"7474","209.193199","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5354/59924, ttl=255 (request in 7473)"
"7497","210.197196","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5355/60180, ttl=128 (reply in 7498)"
"7498","210.204307","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5355/60180, ttl=255 (request in 7497)"
"7523","211.208462","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5356/60436, ttl=128 (reply in 7531)"
"7531","211.507215","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5356/60436, ttl=255 (request in 7523)"
"7537","211.735803","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5357/60692, ttl=255 (no response found!)"
"7550","212.222328","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5358/60948, ttl=128 (reply in 7556)"
"7556","212.429810","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5358/60948, ttl=255 (request in 7550)"
"7574","213.240469","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5359/61204, ttl=128 (reply in 7578)"
"7578","213.449863","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5359/61204, ttl=255 (request in 7574)"
"7599","214.255843","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5360/61460, ttl=128 (reply in 7605)"
"7605","214.477018","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5360/61460, ttl=255 (request in 7599)"
"7612","214.740170","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5361/61716, ttl=255 (no response found!)"
"7630","215.271938","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5362/61972, ttl=128 (reply in 7631)"
"7631","215.294567","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5362/61972, ttl=255 (request in 7630)"
"7655","216.290849","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5363/62228, ttl=128 (reply in 7658)"
"7658","216.317797","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5363/62228, ttl=255 (request in 7655)"
"7679","217.302784","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5364/62484, ttl=128 (reply in 7682)"
"7682","217.341675","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5364/62484, ttl=255 (request in 7679)"
"7690","217.745646","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5365/62740, ttl=255 (no response found!)"
"7706","218.314177","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5366/62996, ttl=128 (reply in 7707)"
"7707","218.366154","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5366/62996, ttl=255 (request in 7706)"
"7730","219.323883","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5367/63252, ttl=128 (reply in 7736)"
"7736","219.498739","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5367/63252, ttl=255 (request in 7730)"
"7755","220.328634","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5368/63508, ttl=128 (reply in 7764)"
"7764","220.413360","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5368/63508, ttl=255 (request in 7755)"
"7775","220.734771","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5369/63764, ttl=255 (no response found!)"
"7795","221.331568","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5370/64020, ttl=128 (reply in 7807)"
"7807","221.642663","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5370/64020, ttl=255 (request in 7795)"
"7829","222.348724","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5371/64276, ttl=128 (reply in 7833)"
"7833","222.467271","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5371/64276, ttl=255 (request in 7829)"
"7853","223.359191","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5372/64532, ttl=128 (reply in 7854)"
"7854","223.384372","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5372/64532, ttl=255 (request in 7853)"
"7862","223.744052","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5373/64788, ttl=255 (no response found!)"
"7878","224.377985","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5374/65044, ttl=128 (reply in 7881)"
"7881","224.517580","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5374/65044, ttl=255 (request in 7878)"
"7918","225.395364","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5375/65300, ttl=128 (reply in 7920)"
"7920","225.432602","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5375/65300, ttl=255 (request in 7918)"
"7954","226.413485","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5376/21, ttl=128 (reply in 7960)"
"7960","226.573867","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5376/21, ttl=255 (request in 7954)"
"7964","226.733291","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5377/277, ttl=255 (no response found!)"
"7985","227.417428","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5378/533, ttl=128 (reply in 7986)"
"7986","227.423929","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5378/533, ttl=255 (request in 7985)"
"8017","228.422078","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5379/789, ttl=128 (reply in 8020)"
"8020","228.504178","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5379/789, ttl=255 (request in 8017)"
"8054","229.438871","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5380/1045, ttl=128 (reply in 8059)"
"8059","229.634756","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5380/1045, ttl=255 (request in 8054)"
"8062","229.739100","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5381/1301, ttl=255 (no response found!)"
"8080","230.454967","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5382/1557, ttl=128 (reply in 8084)"
"8084","230.677327","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5382/1557, ttl=255 (request in 8080)"
"8100","231.461924","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5383/1813, ttl=128 (reply in 8106)"
"8106","231.682680","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5383/1813, ttl=255 (request in 8100)"
"8134","232.477361","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5384/2069, ttl=128 (reply in 8135)"
"8135","232.500942","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5384/2069, ttl=255 (request in 8134)"
"8141","232.744288","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5385/2325, ttl=255 (no response found!)"
"8163","233.495989","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5386/2581, ttl=128 (reply in 8165)"
"8165","233.521851","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5386/2581, ttl=255 (request in 8163)"
"8188","234.274058","fe80::9ce8:18ff:fe7f:9001","2401:4900:8091:bde9:b041:9eb7:bb0d:88cc","ICMPv6","86","Neighbor Solicitation for 2401:4900:8091:bde9:b041:9eb7:bb0d:88cc from 9e:e8:18:7f:90:01"
"8190","234.274166","2401:4900:8091:bde9:b041:9eb7:bb0d:88cc","fe80::9ce8:18ff:fe7f:9001","ICMPv6","86","Neighbor Advertisement 2401:4900:8091:bde9:b041:9eb7:bb0d:88cc (sol, ovr) is at 10:5f:ad:58:d6:c1"
"8196","234.513200","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5387/2837, ttl=128 (reply in 8198)"
"8198","234.546567","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5387/2837, ttl=255 (request in 8196)"
"8221","235.528632","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5388/3093, ttl=128 (reply in 8228)"
"8228","235.674895","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5388/3093, ttl=255 (request in 8221)"
"8231","235.733977","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5389/3349, ttl=255 (no response found!)"
"8252","236.543704","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5390/3605, ttl=128 (reply in 8253)"
"8253","236.594330","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5390/3605, ttl=255 (request in 8252)"
"8273","237.551122","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5391/3861, ttl=128 (reply in 8274)"
"8274","237.618552","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5391/3861, ttl=255 (request in 8273)"
"8295","238.554612","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5392/4117, ttl=128 (reply in 8298)"
"8298","238.644945","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5392/4117, ttl=255 (request in 8295)"
"8301","238.738720","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5393/4373, ttl=255 (no response found!)"
"8333","239.558016","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5394/4629, ttl=128 (reply in 8336)"
"8336","239.668108","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5394/4629, ttl=255 (request in 8333)"
